tcp,estc,playfile,Wiggins number,author,author 2,author 3,author 4,author 5,translator,in 704 corpus,in 554 corpus,missing from both,title,alternative title,genre,Wiggins genre,DEEP genre,Wiggins contemporary genre,date of writing,date of 1st performance,date of 1st publication,date of text used,play company 1,play company 2,theatre,metre,rhyme,notes
A01227,S105635,single play in collection of non-dramatic material,877,"Tasso, Torquato",,,,,"Fraunce, Abraham",no,no,yes,Phillis and Amyntas,Printed: Amyntas' Pastoral / Contemporary: The First Part of the Countess of Pembroke's Ivychurch / Later assigned: Amyntas; Phyllis and Amyntas / Ivychurch,,pastoral,Pastoral,pastoral,1591,1591,1591,,,,,yes,no,
A19812,S109271,A19812_03,,"Daniel, Samuel",,,,,,yes,yes,no,Philotas,,TR,,TR,,1604,1604,1605,1605,Children of the Queen's Revels,,,,,
A09613,S100477,,,Anonymous,,,,,,no,no,yes,Philotus,,,,CO,,1603,1603,1603,,,,,,,
A72473,S111824,play in collection,,"Jonson, Ben",,,,,,no,no,yes,Pleasure Reconciled to Virtue,,,,MA,,1618,1618,1641,,,,,,,
A25808,R7554,A25808,,Aristophanes,,,,,"Randolph, Thomas; J., F.",yes,yes,no,Plutophthalmia Plutogamia,"Hey for Honesty, Down with Knavery",CO,,CO,,1626,1627,1651,1651,,,,,,
A04632,S112455,A04632_04,,"Jonson, Ben",,,,,,yes,yes,no,Poetaster,"Poetaster, or The Arraignment",CO,,CO,,1601,1601,1602,1616,Children of the Chapel (second),,,,,
A34582,R19444,A34582,,"Corneille, Pierre",,,,,"Lower, William",yes,yes,no,"Polyeuctes, or The Martyr",,TR,,TR,,1655,1655,1655,1655,,,,,,
A03242,S104071,,,"Heywood, Thomas",,,,,,no,no,yes,"Porta Pietatis, or The Port or Harbor of Piety",,,,Civic Pageant,,1638,1638,1638,,,,,,,
A04632,S112455,play in collection,,"Jonson, Ben",,,,,,no,no,yes,Prince Henry's Barriers,The Lady of the Lake,,,Speeches at Barriers,,1610,1610,1616,,,,,,,"not transcribed, excluded for now"
A14193,S102483,A14193,234,"Udall, Nicholas",,,,,,yes,yes,no,Ralph Roister Doister,"Performed: Roister Doister / Contemporary: Ralph Roister Doister / What creature is in health, eyther yong or olde",CO,CO,CO,interlude; CO,1552,1552,1566,1566,,,,yes,yes,
A04881,S114802,A04881,,"Barry, Lording",,,,,,yes,yes,no,Ram Alley,"Ram Alley, or Merry Tricks",CO,,CO,,1608,1608,1611,1611,Children of the King's Revels,,,,,
A31672,R21807,A31672,,"Glapthorne, Henry",,,,,,yes,yes,no,Revenge for Honor,The Parricide,TR,,TR,,1640,1640,1654,1654,,,,,,
A04896,S108167,A04896,,"Knevet, Ralph",,,,,,yes,yes,no,Rhodon and Iris,,CO,,Pastoral,,1631,1631,1631,1631,,,,,,
A11954,S111228,A11954_16,1002,"Shakespeare, William",,,,,,yes,yes,no,Richard II,Printed: The Tragedy of King Richard II / Contemporary: The Tragedy of Richard II; Henry IV; The Life and Death of King Richard II,HI,HI,HI,TR; interlude; HI,1595,1595,1597,1623,Lord Chamberlain's (Hunsdon's) Men,,the Theatre (presumably),yes,blank verse and couplets,
A11954,S111228,A11954_23,950,"Shakespeare, William",,,,,,yes,yes,no,Richard III,Printed: The Tragedy of King Richard III / Contemporary: The Tragedy of King Richard III; The Life and Death of Richard III,HI,HI,HI,TR; interlude; HI,1591,1592,1597,1623,Wiggins: Derby's Men (?) / DEEP: Lord Chamberlain's (Hunsdon's) Men,,,pentameter and prose,no,
A03571,S116951,single play in collection of non-dramatic material,331,Anonymous,,,,,,no,no,yes,Robin Hood,Printed: The Play of Robin Hood / Later assigned: Robin Hood and the Friar; Robin Hood and the Potter,,folk romance,May Game Play,play,1560,1560,[1560?],,,,,yes,yes,
A11954,S111228,A11954_28,987,"Shakespeare, William",,,,,,yes,yes,no,Romeo and Juliet,Printed: Romeo and Juliet / Contemporary: Juliet and Romeo,TR,TR,TR,TR,1595,1595,1597,1623,Lord Chamberlain's (Hunsdon's) Men,,the Theatre (?),iambic pentameter and prose,blank verse and couplets,
n/a,n/a,,991,"Alabaster, William",,,,,,no,no,yes,Roxana,MS+Printed: Roxana,,TR,Latin TR,tragoedia,1590,1592,1632,,,,"Trinity College, Cambridge",yes,,not in TCP because in Latin?
A00967,S102374,A00967,,"Fletcher, John",,,,,,yes,yes,no,Rule a Wife and Have a Wife,,CO,,CO,,1624,1624,1640,1640,King's Men,,,,,
A34847,R693,A34847_04,,"Cox, Robert",,,,,,yes,yes,no,Rural Sports,"Rural Sports, or The Birth of of the Nymph Oenone",CO,,Pastoral,,1650,1653,1656,1656,,,,,,
A19880,S122525,A19880,,"Davenant, William",,,,,,yes,no,no,Salmacida Spolia,,MA,,MA,,1639,1640,1639,1639,,,,,,
A06625,S2801,A06625,753,"Lyly, John",,,,,,yes,yes,no,Sappho and Phao,Printed: Sappho and Phao / Contemporary: The Comedy of Sappho / Alternative Modernization: Sapho and Phao,CO,CO,Classical Legend (Comedy),CO,1583,1583,1584,1584,Wiggins: Oxford's Boys / DEEP: Children of the Chapel; Children of Paul's,,the Blackfriars,prose,,
A20081,S105263,A20081,1304,"Dekker, Thomas",,,,,,yes,yes,no,"Satiromastix, or The Untrussing of the Humorous Poet","Performed: The Untrussing of the Humorous Poet (probably) / Printed: Satiromastix, or The Untrussing of the Humorous Poet / Contemporary: The Untrussing of the Humorous Poets; The Untrussing of the Poet",CO,CO,CO,,1601,1601,1602,1602,Lord Chamberlain's (Hunsdon's) Men,Children of Paul's (second),the Globe,prose and pentameter,no,
A04632,S112455,A04632_05,,"Jonson, Ben",,,,,,yes,yes,no,Sejanus His Fall,,TR,,TR,,1604,1604,1605,1616,King's Men,,,,,
n/a,n/a,,,"Hausted, Peter",,,,,,no,no,yes,Senile Odium,,,,Latin CO,,1627,1631,1633,,,,,,,not in TCP because in Latin?
A00979,S102382,A00979,,"Fletcher, Phineas",,,,,,yes,no,no,Sicelides,,ND,,Piscatory,,1615,1615,1631,1631,,,,,,
A02629,S103841,A02629,,"Harding, Samuel",,,,,,yes,yes,no,Sicily and Naples,"Sicily and Naples, or The Fatal Union",TR,,TR,,1640,1640,1640,1640,,,,,,
A07906,S119928,,,"Munday, Anthony",,,,,,no,no,yes,"Siderothriambos, or Steel and Iron Triumphing",,,,Civic Pageant,,1618,1618,1618,,,,,,,
A34847,R693,A34847_01,,"Cox, Robert",,,,,,yes,yes,no,Simpleton the Smith,,CO,,Droll,,1650,1653,1656,1656,,,,,,
A34847,R693,A34847_03,1006,"Kempe, William (?)",,,,,,yes,no,no,Singing Simpkin,"Printed: Singing Simpkin / Contemporary: Kempe's New Jig betwixt a Soldier and a Miser and Sim the Clown / Later assigned: Simpkin; The Humours of Simpkin / Alternative: A Soldier, and a Miser, and Sym the Clown",ND,jig,Jig,ballad; jig,1595,1595,1655,1656,Lord Chamberlain's Men,,the Theatre (?),yes,yes,
A01911,S103309,A01911,1340,"Chapman, George",,,,,,yes,yes,no,Sir Giles Goosecap,"Printed: Sir Giles Goosecap, Knight / Contemporary: Sir Giles Goosecap",CO,CO,CO,kinder-comoedia; historia; CO,1602,1602,1606,1606,Children of the Chapel (second),,the Blackfriars,prose and pentameter,no,
A12578,S110829,A12578,799,"Kyd, Thomas",,,,,,yes,yes,no,Soliman and Perseda,Printed: Suleiman and Perseda / Alternative Modernization: Soliman and Perseda / DEEP: Zulziman,TR,TR,TR,TR,1588,1592,1592,1592,,,,yes,no,
fragment - not in tcp?,not in estc?,,207,Anonymous,,,,,,no,no,yes,"Somebody, Avarice, and Minister","Wiggins title: Morality Play / Later assigned: The Spoiling of Lady Verity; Somebody and Others; Somebody, Avarice, and Minister / Somebody and Others, or The Spoiling of Lady Verity",,moral,Anti-Catholic Moral,,1550,1550,[c.1550],,,,,yes,yes,
A42212,R30324,,,"Grotius, Hugo",,,,,"Goldsmith, Francis",no,no,yes,"Sophompaneas, or Joseph",,,,Biblical Play,,1652,1652,1652,,,,,,,
n/a,n/a,,,Anonymous,,,,,,no,no,yes,Stoicus Vapulans,,,,Latin Moral,,1618,1618,1648,,,,,,,not in TCP because in Latin?
A08009,S110081,A08009,941,"Nashe, Thomas",,,,,,yes,yes,no,Summer's Last Will and Testament,Performed+Printed: Summer's Last Will and Testament / Contemporary: Will Summers' Will / Alternative Modernization: Will Somer's Will,CO,CO,CO,CO,1592,1592,1600,1600,Children of the Chapel,,"probably the Archbishop's Palace, Croydon",prose and pentameter,blank verse and couplets,
A01513,S105691,A01513_01,419,"Ariosto, Ludovico",,,,,"Gascoigne, George",yes,yes,no,Supposes,Performed+Printed: Supposes / Contemporary: The Supposes,CO,CO,CO,CO,1566,1566,1573,1573,,,Gray's Inn,prose,no,
not in tcp?,S118015,,,Anonymous,,,,,,no,no,yes,Swetnam the Woman-Hater Arraigned by Women,,,,CO,,1617,1618,1620,,Queen Anne's Men,,,,,
A15498,S111807,A15498,467,"Wilmot, Robert","Hatton, Christopher","Noel, Henry","Al., G.","Stafford, Roderick",,yes,yes,no,Tancred and Gismund,MS: Gismond of Salern / Later assigned: Gismond of Salern in Love; Gismond / Alternative Modernization: Gismond of Salerne,TR,TR,TR,TR,1567,1567,1591,1591,Gentlemen of the Inner Temple,,,yes,yes,
A03496,S104173,A03496,,"Holiday, Barten",,,,,,yes,yes,no,"Technogamia, or The Marriages of the Arts",,CO,,Moral,,1618,1618,1618,1618,,,,,,
A13848,S118499,A13848,,"Townshend, Aurelian",,,,,,yes,no,no,Tempe Restored,,MA,,MA,,1631,1632,1631,1631,,,,,,
not in tcp?,S121959,,19,Anonymous,,,,,,no,no,yes,Temperance and Humility,"Printed: Tempe<rance> / Later assigned: Temperance and Humility; Disobedience, Temperance, and Humility",,moral,Moral IN,,1535,1535,[c.1528],,,,,yes,yes,
A12813,S2905,,,"Squire, John",,,,,,no,no,yes,"Tes Irenes Trophaea, or The Triumphs of Peace",,,,Civic Pageant,,1620,1620,1620,,,,,,,
A03022,S122279,single play in collection of non-dramatic material,,"Daniel, Samuel",,,,,,no,no,yes,"Tethy's Festival, or The Queen's Wake",,,,MA,,1610,1610,1610,,,,,,,
A04632,S112455,A04632_08,,"Jonson, Ben",,,,,,yes,yes,no,The Alchemist,,CO,,CO,,1610,1610,1612,1616,King's Men,,,,,
A04636,S109357,A04636,,"Jonson, Ben",,,,,,yes,no,no,The Alchemist,,CO,,CO,,1610,1610,1612,1612,King's Men,,,,,
A16527,S100090,A16527_03,,"Alexander, William",,,,,,yes,yes,no,The Alexandraean Tragedy,,TR,,TR,,1605,1607,1607,1607,,,,,,
A74717,R210061,A74717,,"Quinault, Philipe",,,,,"Lower, William",yes,yes,no,The Amorous Fantasm,,TC,,TC,,1659,1659,1660,1660,,,,,,
A50407,R224424,A50407,,"Mayne, Jasper",,,,,,yes,yes,no,The Amorous War,,TC,,CO,,1648,1638,1648,1648,,,,,,
A16923,S106712,A16923,,"Brome, Richard",,,,,,yes,yes,no,The Antipodes,,CO,,CO,,1640,1638,1640,1640,Queen Henrietta Maria's Men,,,,,
not in tcp?,R16322,,,"Marmion, Shackerley",,,,,,no,no,yes,The Antiquary,,,,CO,,1634,1635,1641,,Queen Henrietta Maria's Men,,,,,
A53060,R17289,A53060_20,,"Cavendish, Margaret",,,,,,yes,yes,no,The Apocryphal Ladies,,CO,,,,1662,,1662,1662,,,,,,
A12149,S117369,A12149,,"Shirley, James",,,,,,yes,yes,no,The Arcadia,,TC,,Polititcal Tragicomedy,,1640,1640,1640,1640,Queen Henrietta Maria's Men,,,,,
A09220,S110334,A09220,751,"Peele, George",,,,,,yes,yes,no,The Arraignment of Paris,Printed: The Arraignment of Paris,TC,pastoral,Classical Legend (Pastoral),pastoral,1581,1581,1584,1584,Children of the Chapel Royal,,probably at Whitehall Palace,yes,yes,
A13840,S118504,A13840,,"Tourneur, Cyril",,,,,,yes,yes,no,"The Atheist's Tragedy, or The Honest Man's Revenge",,TR,,TR,,1611,1611,1611,1611,King's Men,,,,,
A18427,S107725,A18427,,"Shirley, James",,,,,,yes,yes,no,The Ball,,CO,,CO,,1632,1632,1639,1639,Queen Henrietta Maria's Men,,,,,
A50093,R202151,A50093_01,,"Massinger, Philip",,,,,,yes,yes,no,The Bashful Lover,,TC,,TC,,1636,1636,1655,1655,King's Men,,,,,
A51867,R15752,A51867,,"Manuche, Cosmo",,,,,,yes,yes,no,The Bastard,,TR,,TR,,1652,1652,1652,1652,,,,,,
A09221,S110337,A09221,811,"Peele, George",,,,,,yes,yes,no,The Battle of Alcazar,Performed+Printed+MS: The Battle of Alcazar / Contemporary: The Tragical Battle of Alcazar; The Tragical Battle of Alcazar in Barbary; Muly Molocco (possibly); Mahamet (possibly) / Later assigned: The Battle of Alcazar in Barbary,HI,TR,Foreign History,TR,1588,1589,1594,1594,Admiral's (Nottingham's) Men,,,yes,blank verse and couplets,
A10438,S119335,A10438,,"Rastell, John",,,,,,yes,yes,no,The Beauty and Good Properties of Women,,CO,,Romantic Interlude,,1527,1527,1525,1525,,,,,,
A12128,S117308,A12128,,"Shirley, James",,,,,,yes,yes,no,The Bird in a Cage,The Beauties,CO,,CO,,1633,1633,1633,1633,Queen Henrietta Maria's Men,,,,,
A57763,R7261,A57763,,"Rowley, William",,,,,,yes,yes,no,The Birth of Merlin,"The Birth of Merlin, or The Childe hath found his Father",TC,,,,1608,,1662,1662,,,,,,
A18402,S104930,A18402,1032,"Chapman, George",,,,,,yes,yes,no,The Blind Beggar of Alexandria,Performed+Printed: The Blind Beggar of Alexandria / Contemporary: The Blind Beggar; The Beggar; Irus,CO,romance,CO,,1596,1596,1598,1598,Admiral's (Nottingham's) Men,,the Rose,pentameter and prose,no,
A19755,S109199,A19755,,"Dekker, Thomas","Middleton, Thomas",,,,,yes,yes,no,The Bloody Banquet,,TR,,TR,,1608,1608,1639,1639,,,,,,
A00958,S102322,A00958,,"Fletcher, John","Massinger, Philip","Chapman, George (?)","Field, Nathan (?)","Jonson, Ben (?)",,yes,yes,no,The Bloody Brother,"Rollo, Duke of Normandy",TR,,TR,,1617,1617,1639,1639,King's Men,,,,,
A00959,S102320,A00959,,"Fletcher, John","Massinger, Philip","Chapman, George (?)","Field, Nathan (?)","Jonson, Ben (?)",,yes,no,no,The Bloody Brother,"Rollo, Duke of Normandy",TR,,TR,,1617,1617,1639,1640,King's Men,,,,,
A07234,S112410,A07234,,"Massinger, Philip",,,,,,yes,yes,no,The Bondman,The Noble Bondman,CO,,TC,,1623,1623,1624,1624,Lady Elizabeth's Men,,,,,
A03189,S104054,A03189,,"Heywood, Thomas",,,,,,yes,yes,no,The Brazen Age,,TC,,Classical Legend,,1611,1611,1613,1613,Queen Anne's Men,,,,,
A07970,S113039,A07970,,"Nabbes, Thomas",,,,,,yes,yes,no,The Bride,,CO,,CO,,1638,1638,1640,1640,Beeston's Boys,,,,,
A01046,S102460,A01046,,"Ford, John",,,,,,yes,yes,no,The Broken Heart,,TR,,TR,,1630,1630,1633,1633,King's Men,,,,,
A59992,R20878,A59992_01,,"Shirley, James",,,,,,yes,yes,no,The Brothers,The Politic Father,CO,,CO,,1652,1641,1652,1653,King's Men,,,,,
A93166,R230284,A93166,,"Shirley, James",,,,,,yes,no,no,The Brothers,The Politic Father,CO,,CO,,1652,1641,1652,1652,King's Men,,,,,
A27177,R22900,A27177_06,,"Fletcher, John","Beaumont, Francis (?)",,,,,yes,yes,no,The Captain,,CO,,CO,,1609,1612,1647,1647,King's Men,,,,,
A59992,R20878,A59992_05,,"Shirley, James",,,,,,yes,yes,no,The Cardinal,,TR,,TR,,1641,1641,1652,1653,King's Men,,,,,
A93167,R230011,A93167,,"Shirley, James",,,,,,yes,no,no,The Cardinal,,TR,,TR,,1641,1641,1652,1652,King's Men,,,,,
A41366,R6977,A41366,,"Goffe, Thomas",,,,,,yes,yes,no,The Careless Shepherdess,,TC,,Pastoral,,1619,1619,1656,1656,Queen Henrietta Maria's Men,,,,,
A04638,S121512,A04638,,"Jonson, Ben",,,,,,yes,yes,no,The Case Is Altered,,CO,,CO,,1597,1597,1609,1609,Children of the Queen's Revels,,,,,
A04639,S109185,A04639,,"Jonson, Ben",,,,,,yes,no,no,The Case Is Altered,,CO,,CO,,1597,1597,1609,1609,Children of the Queen's Revels,,,,,
A04632,S112455,play in collection,,"Jonson, Ben",,,,,,no,no,yes,The Challenge at Tilt,,,,Tilt,,1613,1613,1616,,,,,,,"not transcribed, excluded for now"
A27177,R22900,A27177_10,,"Fletcher, John",,,,,,yes,yes,no,The Chances,,CO,,CO,,1617,1617,1647,1647,King's Men,,,,,
A50789,R5638,A50789,,"Middleton, Thomas","Rowley, William",,,,,yes,yes,no,The Changeling,,TR,,TR,,1622,1622,1653,1653,Lady Elizabeth's Men,,,,,
A04643,S109233,A04643,,"Jonson, Ben",,,,,,yes,no,no,The Characters of Two Royal Masques,,MA,,n/a,,,,1608,1608,,,,,,
A02906,S109167,A02906,59,"Bale, John",,,,,,yes,no,no,The Chief Promises of God unto Man,Printed: The Chief Promises of God unto Man by all Ages in the Old Law / Contemporary: God's Promises in the Old Law; De promissibus divinis; De magnis Dei promissionibus / Later assigned: God's Promises; The Chief Promises of God; God's Chief Promises,IN,biblical,Anti-Catholic Mystery,TR; IN,1538,1538,1547-8,1547,,,,yes,yes,
A50090,R154,A50090,,"Massinger, Philip",,,,,,yes,yes,no,The City Madam,,CO,,CO,,1632,1632,1658,1658,King's Men,,,,,
A07367,S114462,A07367,,"Mayne, Jasper",,,,,,yes,yes,no,The City Match,,CO,,CO,,1637,1637,1639,1639,King's Men,,,,,
A77565,R209758,A77565_04,,"Brome, Richard",,,,,,yes,yes,no,"The City Wit, or The Woman Wears the Breeches",,CO,,CO,,1630,1630,1653,1653,King's Revels Company,,,,,
not in tcp?,R4805,,,Aristophanes,,,,,"Stanley, Thomas",no,no,yes,The Clouds,,,,CO,,1655,1655,1655,,,,,,,
A15515,S111809,A15515,920,"Wilson, Robert",,,,,,yes,yes,no,The Cobbler's Prophecy,Printed: The Cobbler's Prophecy,CO,moral,CO,,1589,1590,1594,1594,,,,pentameter and prose,couplets and blank verse,
A89019,R202907,A89019,,"Mead, Robert",,,,,,yes,yes,no,The Combat of Love and Friendship,,CO,,TC,,1634,1638,1654,1654,,,,,,
A11954,S111228,A11954_05,944,"Shakespeare, William",,,,,,yes,yes,no,The Comedy of Errors,Performed+Printed: The Comedy of Errors / Contemporary: The Play of Errors,CO,CO,CO,CO,1592,1594,1623,1623,Wiggins: Pembroke's Men (?) / DEEP: Derby's (Strange's) Men,,,pentameter and prose,couplets and blank verse,
A53060,R17289,A53060_17,,"Cavendish, Margaret",,,,,,yes,yes,no,The Comical Hash,,CO,,,,1662,,1662,1662,,,,,,
A68918,S111762,A68918,519,"Woodes, Nathaniel",,,,,,yes,yes,no,The Conflict of Conscience,Performed+Printed: The Conflict of Conscience / Later assigned: The Desperation of Spira,CO,moral,Protestant Moral,CO; HI; treatise,1572,1572,1581,1581,,,,"fourteeners, pentameter, and prose",yes,
A04824,S108002,A04824,,"Killigrew, Henry",,,,,,yes,yes,no,The Conspiracy,Pallantus and Eudora,TR,,TC,,1635,1635,1638,1638,King's Men,,,,,
A47364,R51,A47364,,"Killigrew, Henry",,,,,,yes,no,no,The Conspiracy,Pallantus and Eudora,TR,,TC,,1635,1635,1638,1653,King's Men,,,,,
A18404,S107689,A18404_01,,"Chapman, George",,,,,,yes,yes,no,The Conspiracy of Charles Duke of Byron,,TR,,TR,,1607,1608,1608,1608,Children of the Queen's Revels,,,,,
A12130,S117315,A12130,,"Shirley, James",,,,,,yes,yes,no,The Constant Maid,Love Will Find Out the Way,CO,,CO,,1638,1638,1640,1640,Ogilby's Men,Queen Henrietta Maria's Men,,,,
A19182,S108520,A19182,1276,Anonymous,,,,,,yes,yes,no,The Contention between Liberality and Prodigality,Printed: The Contention between Liberality and Prodigality / Contemporary: Liberality and Prodigality,TC,moral,Moral Interlude,pleasant comedy',1601,1601,1602,1602,Children of the Chapel (second),,presumably the Blackfriars,irregular,yes,
A12131,S117321,A12131,,"Shirley, James",,,,,,yes,yes,no,The Contention for Honor and Riches,Honoria and Mammon,TC,,Moral,,1631,1631,1633,1633,,,,,,
A59982,R35185,A59982_02,,"Shirley, James",,,,,,yes,yes,no,The Contention of Ajax and Ulysses,The Contention of Ajax and Ulysses for the Armor of Achilles,TC,,Entertainment,,1645,1658,1658,1659,,,,,,
A12133,S117330,A12133,,"Shirley, James",,,,,,yes,yes,no,The Coronation,,CO,,CO,,1635,1635,1640,1640,Queen Henrietta Maria's Men,,,,,
A04632,S112455,A04632_11,,"Jonson, Ben",,,,,,yes,no,no,The Coronation Triumph,The Entertainment through London,EN,,Coronation EN,,1604,1604,1604,1616,,,,,,
A15291,S119903,,,Anonymous,,,,,,no,no,yes,The Costly Whore,,,,Pseudo-HI,,1619,1620,1633,,Red Bull (Revels) Company (first),,,,,
A53070,R16163,A53070_01,,"Cavendish, William","Shirley, James",,,,,yes,yes,no,The Country Captain,Captain Underwit,CO,,CO,,1639,1640,1649,1649,King's Men,,,,,
A29349,R5042,A29349,,"Brewer, Anthony (?)","Brewer, Thomas (?)",,,,,yes,yes,no,The Country Girl,,CO,,CO,,1632,1632,1647,1647,King's Men,,,,,
A01836,S122361,A01836,,"Goffe, Thomas",,,,,,yes,no,no,The Courageous Turk,"The Courageous Turk, or Amurath the First",TR,,TR,,1619,1619,1632,1632,,,,,,
A85334,R202218,A85334_02,,"Goffe, Thomas",,,,,,yes,yes,no,The Courageous Turk,"The Courageous Turk, or Amurath the First",TR,,TR,,1619,1619,1632,1656,,,,,,
A29634,R202038,A29634,,"Brome, Richard",,,,,,yes,no,no,The Court Beggar,,CO,,CO,,1639,1640,1653,1653,Beeston's Boys,King's Men,,,,
A77565,R202038,A77565_03,,"Brome, Richard",,,,,,yes,yes,no,The Court Beggar,,CO,,CO,,1639,1640,1653,1653,Beeston's Boys,King's Men,,,,
A59992,R20878,A59992_06,,"Shirley, James",,,,,,yes,yes,no,The Court Secret,,TC,,TC,,1642,1642,1653,1653,,,,,,
A27177,R22900,A27177_08,,"Beaumont, Francis","Fletcher, John",,,,,yes,yes,no,The Coxcomb,,CO,,CO,,1608,1609,1647,1647,Children of the Queen's Revels,,,,,
A19876,S109305,A19876,,"Davenant, Sir William",,,,,,yes,yes,no,The Cruel Brother,,TR,,TR,,1627,1627,1630,1630,King's Men,,,,,
fragment - not in tcp?,not in estc?,,421,"Wager, William",,,,,,no,no,yes,The Cruel Debtor,Printed: The Cruel Debtor,,moral,IN,balad; IN,1560,1565,[1566],,,,,yes,yes,
A81963,R202044,,,"Davenant, William",,,,,,no,no,yes,The Cruelty of the Spaniards in Peru,,,,Opera,,1658,1658,1658,,Davenant's Opera Company,,,,,
A29620,R17372,A29620,,"Brome, Alexander",,,,,,yes,yes,no,The Cunning Lovers,,CO,,CO,,1632,1638,1654,1654,Beeston's Boys,,,,,
A27177,R22900,A27177_04,,"Fletcher, John","Massinger, Philip",,,,,yes,yes,no,The Custom of the Country,,CO,,CO,,1625,1620,1647,1647,King's Men,,,,,
A29635,R202038,A29635,,"Brome, Richard",,,,,,yes,no,no,"The Damoiselle, or The New Ordinary",,CO,,CO,,1637,1638,1653,1653,Beeston's Boys,,,,,
A77565,R209758,A77565_05,,"Brome, Richard",,,,,,yes,yes,no,"The Damoiselle, or The New Ordinary",,CO,,CO,,1637,1638,1653,1653,Beeston's Boys,,,,,
A07897,S110066,A07897,1107,"Munday, Anthony","Chettle, Henry",,,,,yes,yes,no,"The Death of Robert, Earl of Huntingdon","Performed: The Second Part of Robin Hood / Printed: The Death of Robert, Earl of Huntingdon / Contemporary: The Second Part of The Downfall of Earl Huntingdon, surnamed Robin Hood; The Second Part of The Downfall of Robin Hood; The Second Part of Robert Hood; The Death of Robert, Earl of Huntingdon with the Lamentable Tragedy of Chaste Matilda",HI,TR,HI,,1598,1598,1601,1601,Admiral's (Nottingham's) Men,,the Rose,pentameter and prose,blank verse and couplets,
A17968,S107554,A17968,,"Carlell, Lodowick",,,,,,yes,yes,no,The Deserving Favorite,,TC,,TC,,1629,1629,1629,1629,King's Men,,,,,
A81378,R204730,,,Anonymous,,,,,,no,no,yes,"The Devil and the Parliament, or The Parliament and the Devil",,,,Political DI,,1648,1648,1648,,,,,,,
A04633,S4350,A04633_02,,"Jonson, Ben",,,,,,yes,yes,no,The Devil Is an Ass,,CO,,CO,,1616,1616,1631,1631,King's Men,,,,,
A46228,R5735,A46228,,"Jonson, Ben",,,,,,yes,no,no,The Devil Is an Ass,,CO,,CO,,1616,1616,1631,1641,King's Men,,,,,
A04539,S122228,A04539,,"Barnes, Barnabe",,,,,,yes,yes,no,The Devil's Charter,"The Devil's Charter, or Pope Alexander the Sixth",TR,,TR,,1606,1606,1607,1607,King's Men,,,,,
A14869,S119585,A14869,,"Webster, John",,,,,,yes,yes,no,The Devil's Law Case,When Women Go to Law the Devil Is Full of Business,TC,,TC,,1619,1619,1623,1623,Queen Anne's Men,,,,,
A81546,R204633,,,Anonymous,,,,,,no,no,yes,"The Disease of the House, or The State Mountebank Administering Physic to a Sick Parliament",,,,Political DI,,1649,1649,1649,,,,,,,
A04027,S107422,A04027,213,"Ingelend, Thomas",,,,,,yes,no,no,The Disobedient Child,Printed: The Disobedient Child,IN,moral,IN,IN; play,1550,1560,1570,1570,,,,yes,yes,
A94842,R203745,A94842,,"Tatham, John",,,,,,yes,yes,no,The Distracted State,,TR,,TR,,1641,1650,1651,1651,,,,,,
A27177,R22900,A27177_21,,"Fletcher, John","Massinger, Philip",,,,,yes,yes,no,The Double Marriage,,TR,,TR,,1619,1620,1647,1647,King's Men,,,,,
A59992,R20878,A59992_03,,"Shirley, James",,,,,,yes,yes,no,The Doubtful Heir,"Rosania, or Love's Victory",TC,,TC,,1638,1638,1652,1653,Ogilby's Men,King's Men,,,,
A93170,R230285,A93170,,"Shirley, James",,,,,,yes,no,no,The Doubtful Heir,"Rosania, or Love's Victory",TC,,TC,,1638,1638,1652,1652,Ogilby's Men,King's Men,,,,
not in tcp?,S112938,,1106,"Munday, Anthony","Chettle, Henry",,,,,no,no,yes,"The Downfall of Robert, Earl of Huntingdon","Wiggins title: 1 Robin Hood / Performed: The First Part of Robin Hood / Printed: The Downfall of Robert, Earl of Huntingdon / Contemporary: The First Part of Robert Hood; The Earl of Huntingdon",,romance,HI,play; CO,1598,1598,1601,,Admiral's (Nottingham's) Men,,the Rose,pentameter and prose,blank verse and couplets,
A14872,S119591,A14872,,"Webster, John",,,,,,yes,yes,no,The Duchess of Malfi,,TR,,TR,,1614,1614,1623,1623,King's Men,,,,,
A20866,S121836,A20866,,"Drue, Thomas",,,,,,yes,yes,no,The Duchess of Suffolk,,HI,,HI,,1631,1624,1631,1631,Prince Palatine's Men,,,,,
A07237,S112414,A07237,,"Massinger, Philip",,,,,,yes,yes,no,The Duke of Milan,,TR,,TR,,1621,1621,1623,1623,King's Men,,,,,
A12135,S102206,A12135,,"Shirley, James",,,,,,yes,yes,no,The Duke's Mistress,,CO,,TC,,1636,1636,1638,1638,Queen Henrietta Maria's Men,,,,,
A06975,S112116,A06975,,"Markham, Gervase","Machin, Lewis",,,,,yes,yes,no,The Dumb Knight,,CO,,CO,,1607,1608,1608,1608,Children of the King's Revels,,,,,
A07065,S112255,A07065,,"Marston, John",,,,,,yes,yes,no,The Dutch Courtesan,Cockle de Moye,CO,,CO,,1603,1605,1605,1605,Children of the Queen's Revels,,,,,
A00960,S102356,A00960,,"Fletcher, John","Massinger, Philip",,,,,yes,yes,no,The Elder Brother,,CO,,CO,,1625,1625,1637,1637,King's Men,,,,,
